sentence,label_id
"Engineered lightweight recycled polyester taffeta, embossed taffeta with brushed tricot.",1
"Old Tobacco Taco Dog is proud to share that all of their unique pet supplies are carefully handcrafted using regionally sourced materials.This fun and durable Taco Dog product is handcrafted by pet lovers with skillful hands, using soft yet durable, Full Grain Leather, organically sourced in Petén, Guatemala, resulting in a product you and your pet will enjoy time and time again.Product FeaturesMaterial Type – 100% Full Grain LeatherMaterial Origin – Petén, GuatemalaMaker Location – Antigua, GuatemalaCrafted using durable materialsHand cut and finely hand stitchedMakes an excellent gift for friends and familyIncludes a Lifetime Customer Satisfaction Guarantee – don’t hesitate to get in touch with us for a replacement or refund if you’re not 100% satisfiedTaco Dog is a proud partner of the Stockyard Exchange Handmade Marketplace, a vertically integrated community.",1
Kitchen Wall Coverings Area ( 90 Cm X 58 Cm ) 100% brand new and high quality.Material: Vinyl.,1
"Friendly Kids Feeding Set Safe Material: Made from 100% Bamboo Fiber material, non.",1
The Benefits of Qomfor's Hot water Bottle with Fluffy Animal Print Cover Premium Soft and Fluffy Cover (100% polyester) Keeps You Warm for Hours Easy to Use Washable Cover Eco.,1
That's Qomfor We offer 100% satisfaction We are always available to help you get the most out of our product Hassle free returns >> Treat yourself now and improve your own well.,1
It won't smudge make up or leave any mark on your face[[ Question& Answer ]]◆ How many packages of 200 sheets come with this order?◆ 200 sheets in 1 pack◆ How often can i use them?◆ You can use them as often as you need it◆ What are the ingredients?◆ 100% natural linen fibers with organic green tea for freshness.◆ What’s the measurement if the blotting sheets?,1
"The ""Better"" in their name refers to the Better Foam in the midsole, which helps you be light on your feet but is also light on the environment: it is created with 50% bio.",1
moulded EVA material for lightweight performance DETAILS Low bootSustainable insole containing 20% recycled foam and 5% bio.,1
based materialBetter Foam outsole made with lightweight eco foam materials for reduced carbon footprint and comfortable rideTargeted rubber outsole with some colourways containing reground rubber content100% Recycled mesh top layerPUMA Formstrip on lateral sidePUMA Wordmark on tonguePUMA Cat Logo on upper and outsole,1
"The hemp seed oil contains 0.00% THC and provides the perfect balance of Omega 3, 6 & 9 for your dog.",1
M_Red_Medium) This Summer Indian homegrown brand ADRO brings you the best quality 100% cotton Half Sleeve T.,1
like experience for your skin with these 100% natural Egyptian Luffa.,1
75% with the presence of a houseplant.,1
"India’s First & largest Selling Breathable waterproof laminated fabric Soft, smooth and comfortable so 100% Satisfaction.",1
TEX Standard Certification #”.,1
"LifeOur Roller Blinds are manufactured using UV Inhibitors, The TCLPVC Blinds to withstand extreme weather conditions and possess long UV Life.Expert Quality ChecksEach and every TCLPVC Product passes through multiple levels of quality checks performed during the cutting, stitching and finishing process.100% RecyclableTCLPVC Roller Blinds are tailored from knitted Polyethylene material that is 100% recyclable and good for the environment.",1
shirt design!100% CottonPre.,1
"by piece durability is 50% increased than the regular ones.And it is reversible, just flip it side up, you get a new one to use.",1
"100% ORGANIC COTTON, Our rompers are very easy, comfortable and are made up of pure organic cotton.",1
do lists Display board for your photos & memories Hang it as a wall painting Keeps your space 100% clean and clear of paper clutter PRINTING: Breathtaking artworks printed on top fabric layer adds to its uniquely distinctive feature Premium materials printed with eco.,1
The fillers are made from 100% post.,1
consumer recycled plastic bottles for lasting comfort and durability.,1
"Shape seat cushions: 18.9""x18.9""x3""; Lumbar pillows: 9.5""x19.7""; Thickness：3""; Fabric Material: 100% Polyester Filling material：100% recycled post.",1
Suitable for babies weighing from 2 kg to 15 kg.,1
Hokista Cloth Diapers are made with Certified breathable and skin.,1
Daisy Flower Floral Pattern Printed Kids Boys Girls Teens Comforter Cover Set with Zipper Closure & Corner Ties 100% Cotton 3 Pieces Duvet Cover What's A DUVET COVER?,1
"Advantage 3 Piece Duvet Cover:1 Duvet Cover（No Comforter） + 1 Pillow Sham（No Insert）,100% cotton material, super soft, lightweight, reversible, anti.",1
This handmade Wooden Bird Whistle is painted with natural colors; this toy is 100% safe for babies and is eco.,1
Environmentally friendly paper placemats made in USA from FSC certified post consumer fiber; no new trees are used to make this product.,1
Super soft 100% brushed microfiber fabric.,1
100% brushed microfiber fabric of these products allow you to experience the ultimate comfort with the softness.,1
The fabric is 100% recyclable and environmentally friendly.,1
"thread count, 60% cotton and 40% polyester construction.",1
100% polyester fill.,1
"Utkarsh Black Pearl (Biologically Activated Liquid Humic Acid 12% and 3% Fulvic Acid), Plant Growth Promoter (5 Litre) Products from Utkarsh are so plentiful.",1
Pintuck Style 100% Organic Cotton Twin Size 68 x 86 Inches 1.,1
"COMFORTAABLE AND MULTIPURPOSECOMFORTAABLE The cover of this comforter is made of 100% Organic Cotton, extremely soft and skin.",1
"friendly,The filling is 100% Down alternative which is comfortable and healthy .This comfortable is a perfect choice if you're considering a comfortable, breathable and multipurpose Duvet .The duvet sets providing you and your family the extreme comfort and cozy sleep!MULTIPURPOSE As the comforter sets,The color and good fabric make your bedroom cozy.Reversible design bring you two style with one comforter .As the duvet insert,Top Quality Down alternative filling is warm and lightweight,Breathable skin.",1
Field Day B64677 Field Day 100% Recycled Paper Towel .,1
Biodegradable .100% latex.,1
Made from 100% natural latex and 100% biodegradable and earth.,1
Super soft high quality 100% brushed microfiber fabric.,1
"BASIC AYURVEDA Maha Marichyadi Taila 50ml Pack Of 6 | Organic 100% Natural & Pure Herbs | Ayurvedic Oil For Scabies & Itching | A Powerful Blend Of Natural Ingredients | Certified Herbs, Extra Strength Formula Basic Ayurveda Mahamarichyadi Tel is an Ayurvedic herb.",1
Dishcloth measures approximately 7.75 x 7 inches; Softens when wet and is 100% biodegradable.,1
"Its a formulation of 90% water soluble humic acid, fulvic acid, sea weed extract, Amino acids and Enzymes.",1
oz fleece hoodie is actually made with up to 5% polyester made from recycled plastic bottles!Generous fit allows plenty of room to stretch.Oversized pouch pocket keeps hands warm when temperatures dip.Two.,1
100% SATISFACTION GUARANTEE,1
"Back Support Systems Certified Organic Latex Orthopedic Pet Bed 40"" x 34"" x 3"" | Large | (Blue Denim with Fleece Top) Organic pet bed made with 100% Natural latex.",1
"The cover is a sturdy 100% cotton denim, is water resistant and enhanced by comfortable and machine washable Sherpa fleece top surface.",1
MD's Store 100% Pure Natural Shilpkar Shadu Clay Mati for Making Ecofriendly Ganesha Idols Ganapati Festival | School Clay for Kids | Ready to use Dry Powder| Art and Craft Use | Pack of 1.,1
5 Kg MD's Store 100% Natural shadu clay .,1
"quality lightweight MDF wooden, 100% recycled content, biodegradable, and eco.",1
Natural Organic 100% Chemical Free Crib Manure | Cow Fertilizer | ಕೊಟ್ಟಿಗೆ ಗೊಬ್ಬರ | Crib/Cow Dung Manure Fertilizer for Outdoor Garden Plants & Trees .,1
90% of major nutrients that are fed to livestock pass directly to the animal into the manure.,1
Beewel 100% Natural Jankiban Rare Honey | Quantity .,1
250g (Pack of 1) | Anti Bacterial & Antioxidants | Extracted Straight From The Hives of Honey Bees | No Added Preservatives Beewel 100% Natural Jankiban Rare Honey is the perfect addition to any household.,1
Beewel 100% Natural Jankiban Rare Honey has strong anti.,1
All these reasons make Beewel 100% Natural Jankiban Rare Honey the best honey there is.,1
Being totally botanical product it contains 100% natural NPK content and other essential micro nutrients as well.,1
Made from high quality 100% brushed microfiber fabric.,1
Leafrona Disposable Dessert Plate/Areca Leaf Plate Eco Friendly Bowl 4.5 inch Round Bowl (Pack of 25) Made from NaturAL PALM LEAF 100% ECO.,1
All our products are EN Certified which is most stringent certification defined by European standards for safety of Babies and Toddler.,1
"100% Waterproof, Protects The Car From Dirt, Mud, Snow, Water And Oil.",1
"USDA Certified Organic Night Cream By BeeFriendly Sensitive Collection, Anti Wrinkle, Anti Aging, Deep Hydrating & Moisturizing Night Time Eye, Face, Neck & Decollete Cream for Men and Women FORMULATED FOR SENSITIVE SKIN .",1
USDA CERTIFIED ORGANIC .,1
The USDA CERTIFIED ORGANIC Ingredients and Techniques Have Been Used for Centuries!,1
"Nutriorg Certified Organic Instant Oats 1000g ( Pack of 2*500g) | Weight Management | High Fiber and Protein Rich Oats Nutriorg authentic Instant USDA Certified Organic Gluten free Instant Oats are loaded with important vitamins, minerals and antioxidant, calcium, potassium, vitamin B6 and vitamin B3.",1
Nutriorg Certified Organic Instant Oats are gluten.,1
Nutriorg Certified organic Gluten Free Oats are among the healthiest foods in the world.,1
"Nutriorg Certified Organic Gluten Free Instant Oats can help support weight loss because their high fiber content makes you feel full, satisfied and less likely to deal with cravings as a result of fluctuating glucose levels.",1
"do lists Useful for playing games, teaching & discussion forums Display board for your photos Hang it as a wall painting Keeps your space 100% clean & clear of paper clutter PRINTING: Breathtaking designs printed on the top laminated layer adds to its uniquely distinctive feature Premium materials printed with eco.",1
"The stool is durable, long lastinga and 100% natural.",1
"100% Corn cob is highly absorbent, dust.",1
"Also, the leather is like a fine wine, it only gets better with age.☘️ SPECIFICATION:● Natural: 100% Genuine Leather Cowhide ● Weights: 3 to 15oz (1.2 .",1
"Complete with a strong, sturdy glass jar, you can rest assured knowing it remains securely in place when on a smooth, flat surface.Made with 100% paraffin wax and a 100% lead.",1
100% paraffin wax and cotton wickOur Customer Service Team is Standing By!*Stock is limited.,1
"oxidants and plant hydrating essences Contains pure organically certified plant extracts such as Kakadu Plum, the world’s richest natural fruit source of the essential vitamin C to hydrate and nourish the skin Ecocert (USDA Affiliate), Cosmebio, USDA NOP (National Organic Program), Australian Certified Organic, FDA (Lice Bomb) Certified",1
"We started with children's beach towels, using 100% cotton materials to create soft and comfortable towels while also enhancing the water absorption of children's hooded beach towels, allowing your children to quickly dry their bodies.",1
Scott International Women's Polos (lsp22m_Maroon_Medium) Refresh your wardrobe with the new range of Summer Collections of Organic Cotton Polo T.,1
"shirts are made of is 100% Pure Premium Organic Cotton fabric, Super Combed, Solid Polo and gives utmost comfort during all temperatures.",1
"Park Daniel Pure & Natural Henna Leaf Powder & Gokhru Powder Combo Pack of 2 Bottles of 100 gm (200 gm ) Park Daniel Henna leaf powder contains Certified Organic Henna leaves Powder (without using any pesticides, Chemical or Additives).",1
CERTIFIED ORGANIC AND VEGAN: Certified organic by the USDA National Organic Program and certified Vegan by Vegan Action.,1
FAIR FOR LIFE: All products are certified Fair Trade by the Institute for Marketecology (IMO) and never tested on animals,1
Free Certified Food Grade Material.,1
100% Quality Guaranteed.,1
Free Large Jars With Lids Are 100% Recyclable.,1
Package Content: 6 Pcs Container Jar Set With Cap | Material: Premium Quality Plastic | Airtight / 100% Leak Proof.,1
100% nylon carpet and non.,1
Super soft 100% brushed microfiber fabric.,1
100% brushed microfiber fabric of these products allow you to experience the ultimate comfort with the softness.,1
The fabric is 100% recyclable and environmentally friendly.,1
"Even objects such as knives and keys will not scratch tempered glass Ultra clear for 98% transparency: Light Penetration Ratio 93.7% as compared with usual protective film 80% Bubble Free., Toughened glass has high transparency, and the color never changes.",1
"layered tarpaulin, made from 100% superior grade virgin materials.",1
It will bring in its wake a tarpaulin that will be 100% waterproof as well as 100% leak proof and UV stabilized.,1
friendly with 100% recyclablity on our product.,1
"Fine Yarn for Crocheting and Machine Knitting, Crafted with Natural Fiber Yarn, Skin Friendly, 710 Yard Spool, 90% Merino /10% Cashmere (White) Discover the endless benefits of Cashmere Merino wool with a yarn cone that unleashes your creative side.",1
"Content: 90% extra fine merino, 10% cashmere.",1
"free, safe, healthy and environmental protection, perfect care of your love pet; 100% new material, high quality, anti.",1
friendly 100% faux fur.,1
100% Natural Vegan Plates Areca Palm leaves are Green in color.,1
They are 100% natural and are made using only water and heat.,1
"Artesia Large Cotton Rope Storage Woven Baskets for Baby Blanket, Kids Toy Nursery Laundry Woven Basket Nursery Bin Woven Fabric Cotton Basket for Blanket Laundry Storage Shoe To (21.7""x 21.7""x 13.8"") Material : 100% organic cotton rope, made by hands, high quality, safe and healthy.",1
"SLEEPSPA by Coirfit Single Size Nirvana Plus 100% Organic, Orthopedic & Oeko TEX Certified Natural ICY Cool Fabric Latex Medium Firm Talalay Technology Mattress 72X36X6 Do you know the ultimate secret to a good life?",1
"All efforts into the making of SLEEP SPA (Coirfit) LATEX Cool Fabric Mattress , be it the FIRST TIME IN INDIA ICY COOL FABRIC which is cool to touch on skin specially imported fabric for Indian temperatures, Be it the EURO LATEX CERTIFIED 100% Organic Latex which is developed using Talalay Technology .",1
"Made from high quality 100% polyester tight woven, Turkish made, silky satin fabric.",1
"Le Foyer 100% Egyptian Cotton Sheet Set (4pc) Silky Smooth, Cooling 400 Thread Count Oeko.",1
"TEX Certified Sheet Set – 400TC High Thread Count 100% Egyptian Cotton Twin/Full/Queen/King (Lt.Blue, Twin) 400TC HIGHEST QUALITY 100% GIZA ( CERTIFIED EGYPTIAN COTTON ) SATEEN SHEET SET .",1
"Made from high quality 100% polyester tight woven, Turkish made, silky satin fabric.",1
Super soft high quality 100% brushed microfiber fabric.,1
"With 50% pure natural wool and 50% recycled PET fiber, Ecco Tex products merge sustainable features with value.",1
"grade finishes for better durability & safety, the finished products are Quality Checked by a certified & designated department.",1
These disposable napkins are FSC.,1
certified party napkins made using environmentally.,1
Superdry Organic Cotton Vintage Embroidery T.,1
"Shirt, Tidal Blue Spacedye, Small An absolute Superdry classic but this time it's sustainable, the Organic Cotton Vintage Embroidery Tee is made using 100% Organic Cotton.Slim fit – designed to fit closer to the body for a more tailored lookRibbed Crew necklineShort sleevesEmbroidered logo100% Organic CottonMade with Organic Cotton .",1
"90% less water used, and better health for farmers.",1
"50pcs 4x6 inch Gifts Wrap Bags Gold, Organza Sheer Fabric Bulk, Drawstring Reusable Recycled Pouch for Baby Shower Favor, Craft Business, Beach, Standard Size Elegant Business Card, Cute Little Toy Nice presents for your friends and lovers: Good for storing presents in your own style.100% Money Back Guarantee: we offer a free exchange or refund for free if you are not satisfied with our Gift Wrap Bags.Notice: hand made and manual measurement with ±0.2” error.",1
"Shirt (3XL, Black) This Summer Indian homegrown brand ADRO brings you the best quality 100% cotton Half Sleeve T.",1
Made from high quality 100% brushed microfiber fabric.,1
Made from high quality 100% brushed microfiber fabric.,1
6 hrs of natural indirect bright sunlight ideal for flowering plantsSoil Composition: 60% Red Soil + 40% Cocopeat with rich organic fertilizerFertilizer to be used : Padmam Nursery's Health Mix Powder .,1
"So, if you find loose thread should be cut with scissor but NO pulling or drawing.CARE: Machine or hand washable, easy to care, but if you use machine wash,please put it in shoes wash bag.100% no risk money.",1
Shirts for Men & Women (Mustard; S) This Summer Indian homegrown brand ADRO brings you the best quality 100% cotton Half Sleeve T.,1
"This environmentally friendly swimsuit is made from Power flex Eco fabric, which features 100% recycled nylon yarns.",1
"RAN Vermicompost – 100% Organic, Pure Worm castings, Organic Fertilizer – 5Kg MEI.",1
Bersuse 100% Cotton .,1
"33X66 Inches, Grey Product Details Made with 100% pure Turkish cotton Natural.",1
"friendly Extra soft, lightweight, absorbent, quick drying Maintain its shape and texture beautifully, even after several washings Energy smart and efficient Portable and super comfort Stylish and colorful No price tag included, great gift idea 100% Satisfaction Guaranteed with full refund!",1
Material: 100% New Version Eco.,1
"Fabric: 91% Recycled Polyester | 9% ElastaneColor: BlackSizing: XS , S , M , L , XL",1
do lists Display board for your photos & memories Hang it as a wall painting Keeps your space 100% clean and clear of paper clutter PRINTING: Breathtaking artworks printed on top fabric layer adds to its uniquely distinctive feature Premium materials printed with eco.,1
Condition : 100% Brand New.,1
"Growerology Waterproof Seedling Heat Mat for Kombucha Tea Brewing, Seed Germination, Hydroponics, MET Certified Plant Heating Pad for Indoor & Outdoor Gardening Seed Starter (3"" x 20"") 3"" x 20"" Heat Mat size.",1
"Made from high quality 100% polyester tight woven, Turkish made, silky satin fabric.",1
BASIC AYURVEDA Praval Pishti 10 Grams | Certified Organic 100% Natural & Pure | Ayurvedic Supplements For Cold & Cough | A Powerful Blend Of Natural Ingredients Extra Strength Formula,1
We provide 100% perfect after.,1
100% satisfactory service!You can light up your life from here.,1
NOVEL Alcoholic Free and Aqua Glycerine (Lemon Fragnance) Wet Tissue (Pack of 3 / 75 Tissues) Novel wet wipes are made from 100% biodegradable non.,1
Vedaone USDA Organic Bacopa Monneri(Brahmi) 100gm Powder Organic Brahmi Powder or Bacopa Monnieri Powder is an excellent rejuvenative for the mind and nervous system.,1
We fulfill our mission by: Producing the highest quality Ayurvedic products using certified organic herbs that are sustainably sourced and fairly traded.,1
"grade finishes for better durability & safety, the finished products are Quality Checked by a certified & designated department.",1
"ALSO KNOWN AS: cake stand cutting cake for party happy birthday anniversary diwali gift items for family deepawali accessories kitchen home decor diwali pooja server dining table wooden dessert holder decoration piece rotating serving tray platter kids party planner husband wife friends big size 1 kg cake center piece 2 tier 3 tier chandelier acrylic glass marble crystal cup cake muffin pizza snacks server layer mdf metal step""",1
"friendly durable aluminum foil, BPA free and more safe, will not hurt your health Warm Tips: Please keep away from fire Due to the difference between different monitors, the pictures may not reflect the actual color of the item Compare the detail sizes with yours, please allow slight difference due to manual measurement 100% SATISFACTION GUARANTEE .",1
"Rain card Disposable pocket size easy to carry unisex rain coat 100% waterproof and first Credit card sized Raincoat ( Pack Of 5, Free Size) First Credit card Size Flexible Raincoat.",1
"Rain card unisex plastic 100% waterproof and 100% brand new high quality developed Free Size Rain Card Perfect for your everyday use This Rain card for Emergency used for rain with Smallest pocket size this Rain card Better than an umbrella Keep your hands free made of high quality plastic ,This materials to endure rugged weather condition this Rain card Eco.",1
4 mm)| 100% Natural Bio Fertilizer.,1
Super soft 100% brushed microfiber fabric.,1
100% brushed microfiber fabric of these products allow you to experience the ultimate comfort with the softness.,1
The fabric is 100% recyclable and environmentally friendly.,1
Reme 100% Organic Cotton Digital Printed Double Bed Floral AC Jaipuri Quilt/Comforter Reme 100% Organic Cotton Digital Printed Double Bed Floral AC Jaipuri Quilt/Comforter/ Razai/Summer Quilt,1
Made from 30% Recycled Glass .,1
MADE FROM: High quality 100% Microfiber .,1
complies with the standards set forth by the Americans with Disabilities Act for bathroom faucets WaterSense certified product .,1
"using at least 30% less water than standard 2.2 GPM faucets, while still meeting strict performance guide lines Designed for use with U.S.",1
Feel the softness of 100% organic cotton.,1
Organic cotton minimizes skin irritation and gives you fresh feeling by allowing itself to breathe airs,1
"Makes a great gift!Series #4Collect all styles from your favorite artist's Assembled puzzle measures 20"" x 24"" Set includes 700 puzzle pieces High gloss image on package for referenceMade in the United StatesContains 90% recycled materialsVegetable.",1
based inks100% Biodegradable,1
Super soft 100% brushed microfiber fabric.,1
100% brushed microfiber fabric of these products allow you to experience the ultimate comfort with the softness.,1
The fabric is 100% recyclable and environmentally friendly.,1
"Friendly Pump Blast Air Horn, for Marine Safety, Fire Alarm, Camping, Industrial Safety and Sporting Events Specification:Condition:100% Brand NewMaterial: aluminum+absColor: As Pictures ShownPackage Weight: Approx.328g Package list: 1 * Handheld Air Pump 1 * Horn",1
"Moksa Rose & Hibiscus Tea and Detox Tea | Fresh Tangy Flavor with Soothing Aroma | Days and Night Combo Detox Tea and Skin Glow With Weight Loss |Green Tea Detox |Detox Teas with Blend of 5 Whole Spices Tulsi, Ashwagandha, Gymnema, Moringa and Nettle Leaf |Organic Loose Leaves |Superfood |100% Natural Tea Leaf | 2 X 50gm Pack Of Combo Wooden Basket Fight Free Radicals.",1
they’re durable enough to be used a window curtain 100% finished & ready to be used as a wall art panel 【PRINTING】: Breathtaking artworks printed on luxurious fabric using state.,1
"Inch Kasbah Canvas Ready to Hang Artwork Features: Fine art canvas print by Parvez Taj Professionally hand stretched Gallery wrapped in sustainable, FSC certified wood Arrives ready to hang Made in the USA Each Parvez Taj Inc.",1
"Special design, easy to release without breaking.Material safety: It is made of 100% pure, professional.",1
"Mercola Kid's Black Dirt Shirt, Size Medium, GOTS Certified",1
"Kitmist Organic Crystal Camphor Cone Wardrobe Air Freshener & Mosquito Repellent, Room Fragrant, Car Perfume, Organic Camphor Cone For Bathroom, Home, Office, Car, Wardrobe (Pack of 2, Yam Orange) Kitmist Cone Is Made Of 100% Organic Pure Crystal Camphore (Kapoor).",1
"HMD Red Chilli Pickle (300 Grams, Pure Vegetarian, Pure Organic, FSSAI Certified, Long Durable & Made with 100% Traditional Hand.",1
100% natural and traditional hand.,1
Reme 100% Organic Cotton Digital Printed Single Bed AC Jaipuri Quilt/Comforter Reme 100% Organic Cotton Digital Printed Single Bed Floral AC Jaipuri Quilt/Comforter/ Razai/Summer Quilt,1
"100% Waterproof, Protects The Car From Dirt, Mud, Snow, Water And Oil.",1
"Insect Repellent (250 gm) 99.9% Pure Natural Camphor Medium Size Tablets , No Residue After Burning , Each Tablet Lasts Burning Time",1
"Timberland Men's Black Nubuck Splitrock 2 10.5 D(M) US Timberland Split Rock 2 features a premium LWG silver rated leather upper, 100% recycled PET mesh lining, EVA mid sole unit, lightweight cushioning and shock absorbing, green rubber outsole unit made from 42% recycled rubber, 100% recycled PET laces, padded collar, contrasting stitching accents, pull tab on the back and the Tree logo embossed on the outer side with Timberland moulded on the back heel.",1
"Made from high quality resin, 100% brand new with high quality.",1
"12 Inch (Pack of 50) Quality Areca Leaf plates,100% eco friendly.",1
Natural Premium WW320 Fresh Cashew Whole Nuts Jumbo White Cashews | Real Konkan 100% Natural Organic 'Super Premium' Cashews (500gm) Real Konkan Cashews is an ideal snack to be shared with family and served to guests.,1
"Key Features of Gimaq Shirts: Made from 100% Cotton Fabrics, providing super comfort Stylish pocket on left front to look your best Curved Hemline to provide body room Colour doesn't fade for years, ensuring repeated use and long life Made in India Wearer Tested to ensure comfortable fit Source of Fabric: All Gimaq Raw Materials are sourced from India's leading manufacturers and top factories across the country 100+ Year Experience in Textiles and Cotton Fabrics Organic and Sustainable Certified Factory Manufacturer for top apparel brands Garment Stitching: 10+ Quality Checkpoints to ensure stitching perfection Each size is wearer.",1
3XL_Sky Blue_3XL) This winter Indian homegrown brand ADRO brings you the Best Quality 100% Cotton Hoodies to keep you warm.,1
"Dhampurgreen Organic Desi Khand Khandsari Sugar , 800g This is a certified organic sugar made from organic sugar cane and processed organically.",1
"Shopme Felt Cover with 1 Card Slot for MICROMAX X2401 (Light Weight, Felt Material) 100% Eco Friendly Felt Pouch cover",1
100% Try On Guarantee .,1
>>>100% wireless charging support: .,1
All decals are packed in 100% recyclable rigid envelopes or cardboard tubes to help minimize our carbon footprint.,1
"FLAVORS SFC Masala mix is a collection of the most superior exotic spices like Turmeric powder, Chili powder, Mustard powder, Black Pepper powder, Cinnamon powder, Cardamom powder, Clove powder, Cumin powder, Coriander powder, Fennel powder | SFC 100% natural Masala mix gives you a unique taste for your food preparations or you can even use it as a beverage |",1
High quality cutting board made from 100% premium bamboo with no added dyes or stains which is toxin free and has natural anti.,1
"Kimberly Parry Organics Hydrate Facial Mist, 1.69 Ounce Neroli is calming and balancing and is thought to tone the complexion Great for mature skin Certified organic",1
High quality 100% polyester woven satin fabric.,1
"Kraft colored chipboard, 100% recycled.",1
Made from high quality 100% brushed microfiber fabric.,1
Stainless steel wire closure and polypropylene caps offer excellent rust resistance and won't chip or peel like chrome Safe for You & The Earth Materials used for making our bottles are 100% non.,1
"One Step Oil to Foam Cleanser ( 1 X 90gms) + Dragon Fruit AHA Facewash (1 X 50gms) Gentle, Oil Free, 100% Soap free Combo of “Dragon Fruit Infused Pulp Facewash” + “One Step Oil to Foam Cleanser”One Step Oil to Foam Cleanser: a double.",1
"It’s Pure 100% Cotton Canvas, Impressive Premium Printing Quality, 370 GSM Thickness, Gloss Finish, Ultra Water.",1
Recycled Plastic (Platinum.,1
"Recycled Plastic, Ideal for Teenagers & Adult Body Weight and Other Business Activities.",1
"> Heavy Duty: Our Commercial Grade Balls weighed in at whopping 15 grams each, compared with other's so called ''commercial'' or ''Heavy Duty"" balls at only 5~6 grams.",1
All our '' My Balls by CMS '' brand of balls were manufactured with the highest quality 100% non.,1
"Made from 100% natural materials, it is a sustainable addition to your eco.",1
"sales service For the Aoub ZOYU iPad case, you will get 100% customer support.",1
"Made from high quality 100% polyester tight woven, Turkish made, silky satin fabric.",1
"Tex Standard 100 certified, meaning this product surpasses the highest criterion of testing for harmful chemicals and synthetics, the highest standard that make sure the pillowcase are safe enough for babies and children.",1
do lists Display board for your photos & memories Hang it as a wall painting Keeps your space 100% clean and clear of paper clutter PRINTING: Breathtaking artworks printed on top fabric layer adds to its uniquely distinctive feature Premium materials printed with eco.,1
"Sagekia Bath Bombs for Kids 2 Pcs, Organic Bath Bombs 99% Natural Ingredients Gift Set, Bubble Bath Kids Moisturizes Dry Skin, Rainbow Bath Bombs Perfect for Bubble & Spa Bath Sagekia bath bombs for kids, made of natural organic ingredients, 100% handmade, with the unique floating color effect, to bring you comfortable, relaxed, sweet bubble bath journey.",1
Man | Superhero Tee | Comic Nerd Tee | Unisex 100% Organic Cotton Tshirt | TIS (XX.,1
"100% ORGANIC COTTON Made with naturally cultivated cotton without any synthetic chemicals, fertilizers, pesticides or transgenic technology.",1
"Twin XL , Ash : MALOUF 100% Rayon from Bamboo Sheet Set .",1
"TUFFPAULIN 18FT X 12FT 120 GSM Yellow Tarpaulin Tirpal Tadpatri Tharpai Thadika, Extra Strong, Reinforced Eyelets, UV Resistant, 100% Waterproof Virgin, 6 Layer MLCL 3D Rib Technology.",1
Our tarpaulins are 100% recyclable and will last five times longer than ordinary tarp.,1
"FSC/FDA Approved, 100% biodegradable and recyclable, Eco.",1
We are sure you_ll be 100% satisfied with our new Pashmina Shawl Collection.,1
"✔UV Blocking,reject 95% harmful UV rays,protect your health.",1
"Persilux Cordless Window Blinds Blackout Roller Shades, Light Filtering UV Protection Energy Saving for Home and Office, Easy to Install (47''W x 72''H, Light Grey) Durable Fabric: 100% polyester fabric Test Report: GREENGUARD and Oeko.",1
"Main Features Material: 80% Polyester，20% Nylon 3 Colors: Blue,Black,Grey Season: All SeasonDesign: Zip closureCollar: Hooded Sleeve: Long Sleeve Length: Hip LengthPattern:Solid Fit Style:Regular Opportunity: Hiking,Climbing,Camping,Cycling,Hunter and fishing Garment Care:Machine wash,no iron This lightweight rainjacket is not only a rainjacket but also a perfect casual outdoor activity jacket you can wear during you skiing/snowboarding, biking, fishing, camping.",1
"Made from high quality 100% polyester tight woven, Turkish made silky satin cloth fabric.",1
Contains certified natural and organic ingredients including bamboo and wild roses.,1
Not 100% pleased with your order?,1
"With a superb flannel musk scent, backed by sweet vanilla, wood and lavender base, this cool pop culture candle is 100% all.",1
"100% ORGANIC COTTON, Our rompers are very easy, comfortable and are made up of pure organic cotton.",1
"Traditional way of Organic Printing Premium Material: This tarot card tapestry is made of 100% high quality cotton linen, super soft and durable.",1
TRIDENT Classic King Sheets Set 100% Cotton Bed Sheets 3.,1
There is nothing better than getting into a cozy bed with these printed 100% cotton sheets.,1
"To keep you safe from harmful substances, this product has been independently tested and certified against a list of regulated and non.",1
Grödo (Groedo) Organic Cotton Baby Infant Socks (3.,1
"6 months, Red/white) For a limited time only we are offering 15% OFF in REBATE on all Grödo products.",1
Italian Bee Organic Raw Beri Honey 100% Natural and Pure (1 kg) Discover the taste of purity in every drop of Italian Bee Honey!.,1
"DWR Goose Feather Down Pillow for Sleeping 2 Pack, Standard Size Organic Cotton Hotel.",1
"Product Details: Cover Material: 100% cotton, 233 thread.",1
"count, with brushed finished Fill Material: 95% Goose Feather / 5% Goose Down Comfort Level: Soft/Medium Sleep Position Recommended: Back, Stomach Removable Cover: No Packing: Single Pack or 2 Pack Measures & Filling Weight: Standard: 20""x26"", 28oz.",1
(IDFL Standard: Max 1% colorful down and feather in white) Recommended to use with pillowcase/sham/pillow cover.,1
Our steel is 100% recycled.,1
"100% Natural Standards Bamboo Sheets Set 4 Piece,Soft Bamboo Fiber Luxury Bamboo Bed Sheets Cooling Sheets,Size Fitted Bedroom Hotel Apartment Cozy House Bamboo Sheets (Full, Premium Grey) 100% Natural size standards Bamboo eucalyptus sheets are one of the most comfortable and soft sheets available today, high.",1
"Made from high quality 100% polyester tight woven, Turkish made, silky satin fabric.",1
